incident_id,district,police_division,crime_type,date,day_of_week,is_holiday,time_bracket,location_type,lighting_level,victim_gender,victim_age_bracket,prior_offenses,offender_drug_history,reported_2015_total,solved_2015_total,cleared_rate_pct,reported_status,referral_source
2015-BAT-160,Batticaloa,Batticaloa Town,House Breaking,12/1/2015,Tuesday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Solved,Police
2015-COL-161,Colombo,Colombo North,Robbery,4/13/2015,Monday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-GAM-162,Gampaha,Wattala,Cheating/BCT,5/10/2015,Sunday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-KAN-163,Kandy,Peradeniya,Drug Offences (Heroin),2/14/2015,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,3,Yes,26145,25000,95,Solved,Police
2015-KAL-164,Kalutara,Kalutara Town,Homicide,9/1/2015,Tuesday,No,Night,Residential,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-GAL-165,Galle,Galle City,Drug Offences (Heroin),11/25/2015,Wednesday,No,Morning,Transport Hub,Well-lit,Male,30-34,4,Yes,26145,25000,95,Solved,Police
2015-JAF-166,Jaffna,Chavakachcheri,House Breaking,4/14/2015,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Solved,Police
2015-KUR-167,Kurunegala,Kuliyapitiya,Drug Offences (Cannabis),1/28/2015,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,49540,47000,94,Solved,Police
2015-RAT-168,Ratnapura,Embilipitiya,Robbery,10/20/2015,Tuesday,No,Night,Residential,Dark,Male,35-45,2,No,3542,2300,65,Solved,Police
2015-ANU-169,Anuradhapura,Kekirawa,Homicide,5/12/2015,Tuesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-BAT-170,Batticaloa,Kalkudah,Property Theft,8/25/2015,Tuesday,No,Afternoon,Coastal Area,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-MAT-171,Matara,Matara Town,Drug Offences (Heroin),2/22/2015,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,2,Yes,26145,25000,95,Solved,Police
2015-BAD-172,Badulla,Bandarawela,House Breaking,10/25/2015,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Under Investigation,Police
2015-PUT-173,Puttalam,Chilaw,Cheating/BCT,5/20/2015,Wednesday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-TRI-174,Trincomalee,Trincomalee Town,Grievous Hurt,7/20/2015,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1410,1290,91,Solved,Hospital
2015-COL-175,Colombo,Colombo South,Drug Offences (Heroin),2/25/2015,Wednesday,No,Morning,Transport Hub,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-GAM-176,Gampaha,Kelaniya,Robbery,12/5/2015,Saturday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-KAN-177,Kandy,Kandy Town,Property Theft,8/28/2015,Friday,No,Afternoon,Public Space,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-KAL-178,Kalutara,Kalutara Town,Homicide,11/5/2015,Thursday,No,Night,Public Space,Poorly-lit,Male,35-45,0,No,568,540,95,Solved,Police
2015-GAL-179,Galle,Galle City,Drug Offences (Heroin),10/20/2015,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,2,Yes,26145,25000,95,Solved,Police
2015-JAF-180,Jaffna,Kankesanturai,House Breaking,1/15/2015,Thursday,No,Night,Residential,Dark,Female,45-60,1,No,9245,3050,33,Solved,Police
2015-KUR-181,Kurunegala,Kuliyapitiya,Drug Offences (Heroin),9/22/2015,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-RAT-182,Ratnapura,Ratnapura Town,Grievous Hurt,3/1/2015,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,0,No,1410,1290,91,Solved,Hospital
2015-ANU-183,Anuradhapura,Anuradhapura,Property Theft,6/18/2015,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-BAT-184,Batticaloa,Kalkudah,Drug Offences (Heroin),2/14/2015,Saturday,No,Afternoon,Coastal Area,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-MAT-185,Matara,Weligama,Robbery,3/30/2015,Monday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-BAD-186,Badulla,Bandarawela,Cheating/BCT,10/15/2015,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-PUT-187,Puttalam,Chilaw,Drug Offences (Heroin),11/20/2015,Friday,No,Afternoon,Coastal Area,Well-lit,Male,20-29,2,Yes,26145,25000,95,Solved,Police
2015-TRI-188,Trincomalee,Trincomalee Town,Homicide,4/12/2015,Sunday,No,Night,Residential,Poorly-lit,Male,35-45,0,No,568,540,95,Solved,Police
2015-COL-189,Colombo,Nugegoda,Drug Offences (Cannabis),8/28/2015,Friday,No,Afternoon,Public Space,Well-lit,Male,20-29,3,Yes,49540,47000,94,Solved,Police
2015-GAM-190,Gampaha,Wattala,House Breaking,11/25/2015,Wednesday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Under Investigation,Police
2015-COL-191,Colombo,Mount Lavinia,Drug Offences (Heroin),2/28/2015,Saturday,No,Afternoon,Public Space,Well-lit,Male,20-29,2,Yes,26145,25000,95,Solved,Police
2015-GAM-192,Gampaha,Kelaniya,Robbery,5/15/2015,Friday,No,Evening,Transport Hub,Well-lit,Female,25-35,1,No,3542,2300,65,Solved,Police
2015-KAN-193,Kandy,Kandy Town,Statutory Rape,7/20/2015,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1258,1180,93,Solved,NGO
2015-KAL-194,Kalutara,Panadura,House Breaking,4/14/2015,Tuesday,Yes,Night,Residential,Dark,Male,35-45,1,No,9245,3050,33,Under Investigation,Police
2015-GAL-195,Galle,Ambalangoda,Drug Offences (Heroin),10/10/2015,Saturday,No,Morning,Coastal Area,Well-lit,Male,30-34,2,Yes,26145,25000,95,Solved,Police
2015-JAF-196,Jaffna,Jaffna,Homicide,3/25/2015,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-KUR-197,Kurunegala,Kurunegala Town,Property Theft,6/18/2015,Thursday,No,Afternoon,Commercial,Well-lit,Female,45-60,1,No,6402,3400,53,Solved,Police
2015-RAT-198,Ratnapura,Ratnapura Town,Grievous Hurt,11/12/2015,Thursday,No,Evening,Residential,Poorly-lit,Male,35-45,0,No,1410,1290,91,Solved,Hospital
2015-ANU-199,Anuradhapura,Anuradhapura,Drug Offences (Cannabis),1/22/2015,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,1,Yes,49540,47000,94,Solved,Police
2015-BAT-200,Batticaloa,Batticaloa Town,House Breaking,12/1/2015,Tuesday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Solved,Police
2015-COL-201,Colombo,Mount Lavinia,Drug Offences (Heroin),4/18/2015,Saturday,No,Morning,Transport Hub,Well-lit,Male,20-29,2,Yes,26145,25000,95,Solved,Police
2015-GAM-202,Gampaha,Negombo,Property Theft,12/25/2015,Friday,Yes,Night,Coastal Area,Poorly-lit,Female,25-35,0,No,6402,3400,53,Solved,Police
2015-KAN-203,Kandy,Gampola,House Breaking,8/14/2015,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9245,3050,33,Under Investigation,Police
2015-GAL-204,Galle,Galle City,Drug Offences (Cannabis),5/20/2015,Wednesday,No,Afternoon,Public Space,Well-lit,Male,30-34,3,Yes,49540,47000,94,Solved,Police
2015-JAF-205,Jaffna,Jaffna,Grievous Hurt,3/12/2015,Thursday,No,Evening,Public Space,Poorly-lit,Male,20-29,0,No,1410,1290,91,Solved,Hospital
2015-KUR-206,Kurunegala,Kuliyapitiya,Cattle Theft,9/30/2015,Wednesday,No,Night,Agricultural,Dark,Male,60+,3,No,984,816,83,Solved,Police
2015-RAT-207,Ratnapura,Ratnapura Town,Drug Offences (Heroin),2/15/2015,Sunday,No,Morning,Transport Hub,Well-lit,Male,25-35,4,Yes,26145,25000,95,Solved,Police
2015-ANU-208,Anuradhapura,Kekirawa,Robbery,7/22/2015,Wednesday,No,Night,Residential,Dark,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-BAT-209,Batticaloa,Batticaloa Town,Cheating/BCT,1/30/2015,Friday,No,Morning,Commercial,Well-lit,Male,60+,2,No,2615,1700,65,Solved,Self-Reported
2015-MAT-210,Matara,Matara Town,Homicide,11/15/2015,Sunday,No,Night,Public Space,Poorly-lit,Male,35-45,0,No,568,540,95,Solved,Police
2015-BAD-211,Badulla,Badulla Town,Drug Offences (Cannabis),10/5/2015,Monday,No,Afternoon,Agricultural,Well-lit,Male,20-29,1,Yes,49540,47000,94,Solved,Police
2015-PUT-212,Puttalam,Chilaw,House Breaking,12/10/2015,Thursday,No,Night,Residential,Dark,Female,45-60,0,No,9245,3050,33,Under Investigation,Police
2015-TRI-213,Trincomalee,Trincomalee Town,Drug Offences (Heroin),6/25/2015,Thursday,No,Morning,Transport Hub,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-COL-214,Colombo,Colombo North,Robbery,3/22/2015,Sunday,No,Evening,Commercial,Well-lit,Female,25-35,2,No,3542,2300,65,Solved,Police
2015-GAM-215,Gampaha,Wattala,House Breaking,11/12/2015,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9245,3050,33,Solved,Police
2015-KAN-216,Kandy,Peradeniya,Statutory Rape,8/5/2015,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1258,1180,93,Solved,NGO
2015-KAL-217,Kalutara,Panadura,Drug Offences (Heroin),1/28/2015,Wednesday,No,Morning,Coastal Area,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-GAL-218,Galle,Hikkaduwa,Property Theft,7/15/2015,Wednesday,No,Afternoon,Commercial,Well-lit,Male,25-35,1,No,6402,3400,53,Solved,Police
2015-JAF-219,Jaffna,Chavakachcheri,House Breaking,4/14/2015,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Solved,Police
2015-KUR-220,Kurunegala,Nikaweratiya,Robbery,10/25/2015,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3542,2300,65,Solved,Police
2015-RAT-221,Ratnapura,Embilipitiya,Grievous Hurt,3/1/2015,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,0,No,1410,1290,91,Solved,Hospital
2015-ANU-222,Anuradhapura,Anuradhapura,Drug Offences (Cannabis),9/14/2015,Monday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,3,Yes,49540,47000,94,Solved,Police
2015-BAT-223,Batticaloa,Kalkudah,House Breaking,12/1/2015,Tuesday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Solved,Police
2015-MAT-224,Matara,Weligama,Property Theft,8/25/2015,Tuesday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-BAD-225,Badulla,Bandarawela,Cheating/BCT,5/20/2015,Wednesday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-PUT-226,Puttalam,Marawila,Robbery,3/30/2015,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3542,2300,65,Solved,Police
2015-COL-227,Colombo,Nugegoda,Homicide,5/12/2015,Tuesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-GAM-228,Gampaha,Negombo,Drug Offences (Heroin),1/25/2015,Sunday,No,Morning,Coastal Area,Well-lit,Male,18-24,3,Yes,26145,25000,95,Solved,Police
2015-KAN-229,Kandy,Kandy Central,House Breaking,10/20/2015,Tuesday,No,Night,Residential,Dark,Female,45-60,1,No,9245,3050,33,Solved,Police
2015-KAL-230,Kalutara,Kalutara,Cheating/BCT,6/25/2015,Thursday,No,Morning,Commercial,Well-lit,Male,45-60,0,No,2615,1700,65,Solved,Self-Reported
2015-GAL-231,Galle,Galle City,Drug Offences (Heroin),9/22/2015,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,2,Yes,26145,25000,95,Solved,Police
2015-JAF-232,Jaffna,Jaffna,Robbery,3/30/2015,Monday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-KUR-233,Kurunegala,Kuliyapitiya,House Breaking,10/25/2015,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Under Investigation,Police
2015-RAT-234,Ratnapura,Embilipitiya,Drug Offences (Heroin),1/28/2015,Wednesday,No,Morning,Transport Hub,Well-lit,Male,18-24,1,Yes,26145,25000,95,Solved,Police
2015-ANU-235,Anuradhapura,Anuradhapura,House Breaking,4/12/2015,Sunday,No,Night,Residential,Dark,Female,45-60,0,No,9245,3050,33,Solved,Police
2015-BAT-236,Batticaloa,Kalkudah,Robbery,3/8/2015,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3542,2300,65,Under Investigation,Self-Reported
2015-MAT-237,Matara,Matara,Cheating/BCT,4/14/2015,Tuesday,Yes,Morning,Commercial,Well-lit,Female,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-BAD-238,Badulla,Badulla,Property Theft,6/15/2015,Monday,No,Morning,Public Space,Well-lit,Male,35-45,1,No,6402,3400,53,Solved,Police
2015-PUT-239,Puttalam,Chilaw,Homicide,9/1/2015,Tuesday,No,Night,Residential,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-COL-240,Colombo,Colombo South,Drug Offences (Cannabis),2/14/2015,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,3,Yes,49540,47000,94,Solved,Police
2015-GAM-241,Gampaha,Negombo,Robbery,4/13/2015,Monday,No,Night,Commercial,Dark,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-KAN-242,Kandy,Peradeniya,House Breaking,11/5/2015,Thursday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Under Investigation,Police
2015-KAL-243,Kalutara,Panadura,Grievous Hurt,3/1/2015,Sunday,No,Evening,Public Space,Poorly-lit,Male,35-45,0,No,1410,1290,91,Solved,Hospital
2015-GAL-244,Galle,Galle City,Drug Offences (Heroin),1/28/2015,Wednesday,No,Morning,Coastal Area,Well-lit,Male,18-24,2,Yes,26145,25000,95,Solved,Police
2015-JAF-245,Jaffna,Jaffna,Statutory Rape,8/5/2015,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1258,1180,93,Solved,NGO
2015-KUR-246,Kurunegala,Kurunegala,Robbery,3/30/2015,Monday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3542,2300,65,Solved,Police
2015-RAT-247,Ratnapura,Ratnapura,House Breaking,10/10/2015,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Under Investigation,Police
2015-ANU-248,Anuradhapura,Kekirawa,Cheating/BCT,11/5/2015,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-COL-249,Colombo,Nugegoda,Drug Offences (Heroin),2/22/2015,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,2,Yes,26145,25000,95,Solved,Police
2015-GAM-250,Gampaha,Wattala,Property Theft,8/28/2015,Friday,No,Afternoon,Public Space,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-KAN-251,Kandy,Peradeniya,Robbery,4/15/2015,Wednesday,No,Night,Residential,Dark,Male,35-45,2,No,3542,2300,65,Solved,Police
2015-KAL-252,Kalutara,Kalutara,Homicide,5/15/2015,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-GAL-253,Galle,Galle City,Drug Offences (Cannabis),1/25/2015,Sunday,No,Morning,Coastal Area,Well-lit,Male,18-24,3,Yes,49540,47000,94,Solved,Police
2015-JAF-254,Jaffna,Kankesanturai,House Breaking,10/20/2015,Tuesday,No,Night,Residential,Dark,Female,45-60,1,No,9245,3050,33,Solved,Police
2015-KUR-255,Kurunegala,Kuliyapitiya,Drug Offences (Heroin),12/5/2015,Saturday,No,Morning,Transport Hub,Well-lit,Male,20-29,2,Yes,26145,25000,95,Solved,Police
2015-COL-256,Colombo,Colombo South,Homicide,12/25/2015,Friday,Yes,Night,Residential,Poorly-lit,Male,35-45,0,No,568,540,95,Solved,Police
2015-GAM-257,Gampaha,Kelaniya,Drug Offences (Heroin),3/27/2015,Friday,No,Evening,Public Space,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-KAN-258,Kandy,Gampola,House Breaking,9/15/2015,Tuesday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Under Investigation,Police
2015-KAL-259,Kalutara,Panadura,Grievous Hurt,2/14/2015,Saturday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1410,1290,91,Solved,Hospital
2015-COL-260,Colombo,Nugegoda,Cheating/BCT,1/15/2015,Thursday,No,Morning,Commercial,Well-lit,Male,35-45,0,No,2615,1700,65,Solved,Self-Reported
2015-BAT-261,Batticaloa,Kalkudah,Property Theft,4/12/2015,Sunday,No,Afternoon,Coastal Area,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-TRI-262,Trincomalee,Trincomalee,Extortion,8/10/2015,Monday,No,Evening,Commercial,Well-lit,Male,35-45,2,No,158,102,64,Solved,Police
2015-MAT-263,Matara,Matara Town,Grievous Hurt,5/15/2015,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1410,1290,91,Solved,Hospital
2015-ANU-264,Anuradhapura,Anuradhapura,House Breaking,11/25/2015,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Solved,Police
2015-BAD-265,Badulla,Badulla Town,Cattle Theft,6/18/2015,Thursday,No,Night,Agricultural,Dark,Male,60+,2,No,984,816,83,Solved,Police
2015-PUT-266,Puttalam,Chilaw,Drug Offences (Heroin),10/15/2015,Thursday,No,Afternoon,Coastal Area,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-COL-267,Colombo,Colombo Central,Homicide,3/25/2015,Wednesday,No,Night,Residential,Poorly-lit,Male,35-45,0,No,568,540,95,Solved,Police
2015-GAM-268,Gampaha,Negombo,Robbery,12/5/2015,Saturday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-KAN-269,Kandy,Kandy Town,Property Theft,7/20/2015,Monday,No,Afternoon,Public Space,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-KAL-270,Kalutara,Panadura,Drug Offences (Heroin),11/5/2015,Thursday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-GAL-271,Galle,Ambalangoda,House Breaking,4/14/2015,Tuesday,Yes,Night,Residential,Dark,Male,45-60,1,No,9245,3050,33,Solved,Police
2015-JAF-272,Jaffna,Jaffna,Drug Offences (Cannabis),2/14/2015,Saturday,No,Afternoon,Coastal Area,Well-lit,Male,20-29,3,Yes,49540,47000,94,Solved,Police
2015-KUR-273,Kurunegala,Kuliyapitiya,Cheating/BCT,8/28/2015,Friday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2615,1700,65,Solved,Self-Reported
2015-RAT-274,Ratnapura,Ratnapura Town,Grievous Hurt,5/15/2015,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,0,No,1410,1290,91,Solved,Hospital
2015-ANU-275,Anuradhapura,Kekirawa,Robbery,3/30/2015,Monday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-BAT-276,Batticaloa,Batticaloa Town,House Breaking,10/15/2015,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Solved,Police
2015-MAT-277,Matara,Weligama,Property Theft,12/10/2015,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-BAD-278,Badulla,Bandarawela,Drug Offences (Heroin),2/22/2015,Sunday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,2,Yes,26145,25000,95,Solved,Police
2015-PUT-279,Puttalam,Puttalam,House Breaking,11/20/2015,Friday,No,Night,Residential,Dark,Female,45-60,1,No,9245,3050,33,Solved,Police
2015-TRI-280,Trincomalee,Trincomalee Town,Homicide,4/12/2015,Sunday,No,Night,Residential,Poorly-lit,Male,35-45,0,No,568,540,95,Solved,Police
2015-COL-281,Colombo,Mount Lavinia,Drug Offences (Heroin),9/18/2015,Friday,No,Morning,Transport Hub,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-GAM-282,Gampaha,Kelaniya,Robbery,12/5/2015,Saturday,No,Evening,Commercial,Well-lit,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-KAN-283,Kandy,Gampola,Statutory Rape,8/5/2015,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1258,1180,93,Solved,NGO
2015-KAL-284,Kalutara,Panadura,House Breaking,4/14/2015,Tuesday,Yes,Night,Residential,Dark,Male,35-45,1,No,9245,3050,33,Solved,Police
2015-GAL-285,Galle,Galle City,Drug Offences (Heroin),1/28/2015,Wednesday,No,Morning,Coastal Area,Well-lit,Male,18-24,2,Yes,26145,25000,95,Solved,Police
2015-JAF-286,Jaffna,Jaffna,Homicide,3/25/2015,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-KUR-287,Kurunegala,Kurunegala Town,Property Theft,6/18/2015,Thursday,No,Afternoon,Commercial,Well-lit,Female,45-60,1,No,6402,3400,53,Solved,Police
2015-RAT-288,Ratnapura,Ratnapura Town,Grievous Hurt,11/12/2015,Thursday,No,Evening,Residential,Poorly-lit,Male,35-45,0,No,1410,1290,91,Solved,Hospital
2015-ANU-289,Anuradhapura,Anuradhapura,Drug Offences (Cannabis),1/22/2015,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,1,Yes,49540,47000,94,Solved,Police
2015-BAT-290,Batticaloa,Batticaloa Town,House Breaking,12/1/2015,Tuesday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Solved,Police
2015-COL-291,Colombo,Colombo South,Drug Offences (Heroin),2/14/2015,Friday,No,Afternoon,Transport Hub,Well-lit,Male,18-24,3,Yes,26145,25000,95,Solved,Police
2015-GAM-292,Gampaha,Negombo,Robbery,4/13/2015,Monday,No,Night,Commercial,Dark,Female,18-24,1,No,3542,2300,65,Solved,Police
2015-KAN-293,Kandy,Peradeniya,House Breaking,11/5/2015,Thursday,No,Night,Residential,Dark,Male,45-60,2,No,9245,3050,33,Solved,Police
2015-KAL-294,Kalutara,Kalutara Town,Homicide,9/1/2015,Tuesday,No,Night,Residential,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-GAL-295,Galle,Galle City,Drug Offences (Heroin),11/25/2015,Wednesday,No,Morning,Transport Hub,Well-lit,Male,30-34,4,Yes,26145,25000,95,Solved,Police
2015-JAF-296,Jaffna,Chavakachcheri,House Breaking,4/14/2015,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Solved,Police
2015-KUR-297,Kurunegala,Kuliyapitiya,Drug Offences (Cannabis),1/28/2015,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,49540,47000,94,Solved,Police
2015-RAT-298,Ratnapura,Embilipitiya,Robbery,10/20/2015,Tuesday,No,Night,Residential,Dark,Male,35-45,2,No,3542,2300,65,Solved,Police
2015-ANU-299,Anuradhapura,Kekirawa,Homicide,5/12/2015,Tuesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-BAT-300,Batticaloa,Kalkudah,Property Theft,8/25/2015,Tuesday,No,Afternoon,Coastal Area,Well-lit,Female,25-35,1,No,6402,3400,53,Solved,Police
2015-COL-301,Colombo,Colombo Central,Cheating/BCT,6/12/2015,Friday,No,Morning,Commercial,Well-lit,Male,60+,2,No,2615,1700,65,Solved,Self-Reported
2015-GAM-302,Gampaha,Gampaha Town,Drug Offences (Heroin),2/14/2015,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-KAN-303,Kandy,Peradeniya,Property Theft,9/18/2015,Friday,No,Afternoon,Public Space,Well-lit,Female,25-35,0,No,6402,3400,53,Solved,Police
2015-GAL-304,Galle,Galle City,Robbery,3/30/2015,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3542,2300,65,Solved,Police
2015-JAF-305,Jaffna,Jaffna Town,Grievous Hurt,11/12/2015,Thursday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1410,1290,91,Solved,Hospital
2015-POL-306,Polonnaruwa,Polonnaruwa,Cattle Theft,5/20/2015,Wednesday,No,Night,Agricultural,Dark,Male,45-60,2,No,984,816,83,Solved,Police
2015-MON-307,Monaragala,Monaragala,Drug Offences (Cannabis),1/22/2015,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,1,Yes,49540,47000,94,Solved,Police
2015-COL-308,Colombo,Mount Lavinia,House Breaking,10/15/2015,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9245,3050,33,Under Investigation,Police
2015-GAM-309,Gampaha,Kelaniya,Drug Offences (Heroin),3/27/2015,Friday,No,Evening,Public Space,Well-lit,Male,20-29,3,Yes,26145,25000,95,Solved,Police
2015-KAL-310,Kalutara,Kalutara Town,Homicide,9/1/2015,Tuesday,No,Night,Residential,Poorly-lit,Male,25-35,0,No,568,540,95,Solved,Police
2015-RAT-311,Ratnapura,Ratnapura Town,Grievous Hurt,3/1/2015,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,0,No,1410,1290,91,Solved,Hospital
